movie_no,movie_name,movie_year,movie_certificate,movie_runtime,movie_genre,movie_score,movie_gross,movie_director,movie_star,movie_writer,tomatoter,audience
1930,King Cobra,2016,NR,91 minutes,Drama,,"$70,569",Justin Kelly,"Garrett Clayton, Christian Slater, James Franco, Keegan Allen, Alicia Silverstone, Molly Ringwald, Spencer Rocco Lofranco, Sean Grandillo, Edward C. Crawford, James Kelley, Joseph Baird, Paul Michael Polsinelli, Nicole Signore, Jeremiah Wenutu, Rosemary Howard, Rene Vettese, John D. Hickman, Ron Simons, Cliff Ferraro, Keith Leonard, Lorenzo Beronilla, Robby Johnson, Robert Peterpaul, Shona Tucker","Justin Kelly, Iris Torres",45%,33%
1931,I'll Follow You Down,2014,NR,92 minutes,"Drama, Mystery & Suspense, Science Fiction & Fantasy",,,Richie Mehta,"Haley Joel Osment, Gillian Anderson, Rufus Sewell, Victor Garber, Sarah Manninen, John Paul Ruttan, Sherry Miller, Susanna Fournier, Kiara Glasco, Brandon Firla, Simon Reynolds, Laura Miyata, Catherine Bruhier, Izaak Smith, Rosalba Martinni, Rupinder Nagra, Thomas Hauff, Jonah Wineberg, Asim Wali, Louise Nicol",Richie Mehta,33%,35%
1932,Some Velvet Morning,2013,R,82 minutes,Drama,,,Neil LaBute,"Stanley Tucci, Alice Eve",Neil LaBute,51%,36%
1933,The Music of Silence,2018,NR,,Drama,,,Michael Radford,"Antonio Banderas, Jordi Molla, Alessandro Sperduti, Ennio Fantastichini, Luisa Ranieri, Toby Sebastian","Anna Pavignano, Michael Radford",0%,43%
1934,The King's Choice,2017,NR,130 minutes,Drama,,"$113,231",Erik Poppe,"Jesper Christensen, Anders Baasmo Christiansen, Tuva Novotny, Karl Markovics, Katharina Schüttler, Erik Hivju, Rolf Kristian Larsen","Harald Rosenløw-Eeg, Jan Trygve Røyneland",84%,83%
1935,Air,2015,PG-13,94 minutes,"Mystery & Suspense, Science Fiction & Fantasy",,,Christian Cantamessa,"Djimon Hounsou, Norman Reedus, Sandrine Holt, David Nykl, Paula Lindberg, Peter Benson, Steve Burgess, Michael Hogan, Darren Dolynski, Jin Sangha, Karla Rybicka, Meredith Hama-Brown, Ryan Beil","Christian Cantamessa, Chris Pasetto",17%,24%
1936,Frankie & Alice,2014,R,101 minutes,"Drama, Mystery & Suspense",,"$693,181",Geoffrey Sax,"Halle Berry, Stellan Skarsgard, Phylicia Rashad, Chandra Wilson, Alex Diakun, Joanne Baron, Brian Markinson, Matt Frewer, Rosalyn Coleman, Sean Tyson, Melanie Papalia, Kira Clavell, Joey Bothwell, Adrian Holmes, James N. Kirk, Kennedy Goodkey, Andrew Francis, Vanessa Morgan Mziray, Michalya Eve McKenzie, Michalya Eve McKenzi, Megan Charpentier, Katherine Isabelle, Ken Yanko, Emily Tennant, Scott Lyster, Anne Marie Deluise, Ben Cole, Calvin Lee, Matias Hacker, Paul Puzzella, Eric Pollins, Darryl Scheelar, Darryl Scheeler, Rod Conway, Alexis Ioannidis, Xantha Radley, Colin Foo, Christina Schild, Kathryn Kirkpatrick, William Phillips, Richard Cohee, L. Harvey Gold, Troy Rudolph, Primo Allon, Steffan Chavarria, Cheryl Adams","Jonathan Watters, Mary King, Cheryl Edwards, Marko King, Joe Shrapnel, Anna Waterhouse",21%,59%
1937,Lavender,2017,NR,92 minutes,"Drama, Mystery & Suspense",,,Ed Gass-Donnelly,"Abbie Cornish, Diego Klattenhoff, Dermot Mulroney, Peyton Kennedy, Lola Flanery, Sarah Abbot, Mackenzie Muldoon","Ed Gass-Donnelly, Colin Frizzell",33%,26%
1938,Kiki,2017,NR,94 minutes,Documentary,,,Sara Jordenö,,Sara Jordenö,83%,56%
1939,Dragon Blade,2015,R,103 minutes,"Action & Adventure, Art House & International, Drama",,"$72,413",Daniel Lee,"Jackie Chan, John Cusack, Adrien Brody, Si Won Choi, Choi Si-won, Sharni Vinson, Peng Lin, Mika Wang, Vanness Wu, Kevin Lee, Lorie Pester, Taili Wang, Paul Philip Clark, Hung Tin-chiu, Tomer Oz, James Lee Guy, Murray Clive Walker, Jozef Waite, Temur Mamisashvili, Lin Peng, Sung-jun Yoo, Xiao Yang, Sammy Hung, William Feng (VI), Xu Xiang Dong, Qing Xiu, Steve Yoo, Kar Yan Lam, Ned Bellamy, Jimmy Bennett, Danny Salay, Philippe Joly, Joel Adrian, Brahim Achabbakhe, David Peck",Daniel Lee,35%,39%
1940,I Am Divine,2013,NR,90 minutes,"Documentary, Special Interest",,"$60,003",Jeffrey Schwarz,"Divine, John Waters, Michael Musto, Ricki Lake, Tab Hunter, Mink Stole, Holly Woodlawn, Bruce Vilanch, Greg Gorman, Joshua Grannell, John Epperson, Frances Milstead, Susan Lowe, Pat Moran, Mary Vivian Pearce, Vincent Peranio, Jackie Beat, Dennis Dermody, Peaches Christ",,96%,83%
1941,Moana,2016,PG,103 minutes,"Action & Adventure, Animation, Kids & Family",,"$248,752,120","Ron Clements, John Musker, Chris Williams , Don Hall","Auli'i Cravalho, Dwayne Johnson, Temuera Morrison, Rachel House, Nicole Scherzinger, Jemaine Clement, Alan Tudyk, Oscar Kightley, Troy Polamalu, Puanani Cravalho, Louise Bush",Jared Bush,95%,89%
1942,The Peanuts Movie,2015,G,92 minutes,"Animation, Kids & Family",,"$106,132,048",Steve Martino,"Noah Schnapp, Hadley Belle Miller, Alexander Garfin, Mariel Sheets, Bill Melendez, Anastasia Bredikhina, Noah Johnston, Rebecca Bloom, Venus Schultheis, Rebecca Bloom, Venus Schultheis, A.J. Tecce, A.J. Tecce, Francesca Capaldi, Marleik ""Mar Mar"" Walker, William Wunsch, Madisyn Shipman, Mar Mar, Micah Revelli, Anastasia Bredikhina, William ""Alex"" Wunsch, Theodore F. Kayser, Micah Revelli, Troy Andrews, Kristin Chenoweth, Christopher J. Campbell, Holly Dorff, Kelly Michelle Mills, Al Nelson, Tessa Netting, Randall Thom, Randall Thompson, Randy Trager, Gwendolyn Yates-Whittle, Tim Davies","Bryan Schulz, Cornelius Uliano, Craig Schulz, Charles M. Schulz",87%,76%
1943,Stand Clear Of The Closing Doors,2014,NR,130 minutes,Drama,,"$7,000",Sam Fleischner,"Andrea Suarez Paz, Jesus Sanchez-Velez, Azul Zorrilla, Marsha Stephanie Blake, Tenoch Huerta Mejía, Kevin Bewersdorf","Rose Lichter-Marck, Micah Bloomberg",90%,55%
1944,The Funhouse Massacre,2015,R,90 minutes,Comedy,,,Andy Palmer,"Chasty Ballesteros, Jere Burns, Sterling Sulieman, Erick Chavarria, Courtney Gains, Scottie Thompson, Michael Eric Reid, Ben Begley, Mars Crain, Robert Englund, Matt Angel, Johanna McGinley, Candice De Visser, Clint Howard, E.E. Bell",Ben Begley,64%,39%
1945,Free Samples,2013,R,79 minutes,"Comedy, Drama",,,Jay Gammill,"Jess Weixler, Halley Feiffer, Jesse Eisenberg, Jason Ritter, Tippi Hedren, Keir O'Donnell, Jocelin Donahue, Joceline Donahue, Whitney Able, Wendy Shapero, Jennifer June Ross, Jennifer Ross, Jordan Davis, Matt Walsh, Suzy Nakamura, Joseph McKelheer, Madison Leisle, Eben Kostbar, Cory Knauf, Anthony Traina, Joe Nunez, James Duval, Choice Skinner, John Rosenfeld, Craig Gellis, Montre Burton, Johari Powell, Angel Parker, Jeff Sloniker, Tanner Vale, Taylor Vale, Barrett Shuler, Abigail McFarlane",Jim Beggarly,57%,35%
1946,Sound of Redemption: The Frank Morgan Story,2015,NR,84 minutes,Documentary,,,N.C. Heikin,"Frank Morgan, Cathy Diane Tomlin, Garrett Marchbank, Cathy Diane Tomlin, Garrett Marchbank",N.C. Heikin,100%,
1947,Tyler Perry's Boo 2! A Madea Halloween,2017,PG-13,,Comedy,,"$46,649,659",Tyler Perry,"Tyler Perry, Cassi Davis, Patrice Lovely, Inanna Sarkis, Yousef Erakat, Mike Tornabene, Taja V. Simpson, Tito Ortiz, Lexy Panterra, Brock O'Hurn, Andre Hall, Diamond White",Tyler Perry,6%,41%
1948,Fantastic Beasts and Where to Find Them,2016,PG-13,132 minutes,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",,"$234,018,657",David Yates,"Eddie Redmayne, Katherine Waterston, Alison Sudol, Dan Fogler, Colin Farrell, Samantha Morton, Ezra Miller, Jon Voight, Carmen Ejogo, Ron Perlman, Sam Redford, Tim Bentinck, Tristan Tait, Tom Clarke-Hill, Mathew Sim, Faith Wood-Blagrove, Jenn Murray, Corey Peterson, Lucie Pohl, Peter Breitmayer, Jake Samuels, Max Cazier, Dan Hedaya, Christy Meyers, Christy Meyer, Guy Paul, Andreea Paduraru, Walles Hamonde, Dominique Tipper, Kevin Guthrie, Leo Heller, Miles Roughley, Anne Wittman, Erick Hayden, Paul Birchard, Ronan Raftery, Tom Hodgkins, Josh Cowdery, Ellie Haddington, Joseph Macnab, Bart Edwards, Todd Boyce, Martin Oelbermann, Gemma Chan, Richard Clothier, Christian Dixon, Akin Gazi, Rich Hardisty, Elizabeth Moynihan, Miquel Brown, Wunmi Mosaku, Cristian Solimeno, Matthew Wilson, Brian Mulvey, Aretha Ayeh Emmi, Nick McGaughey, Sean Cronin, Zoë Kravitz, Arinze Kene, Jane Perry","J.K. Rowling, J.K. Rowling",74%,79%
1949,Sleepless,2017,R,95 minutes,"Action & Adventure, Drama, Mystery & Suspense",,"$20,757,977",Baran bo Odar,"Jamie Foxx, Michelle Monaghan, Dermot Mulroney, Gabrielle Union, David Harbour, T.I., Scoot McNairy, Octavius J. Johnson",Andrea Berloff,23%,38%
1950,Tommy's Honour,2017,PG,112 minutes,Drama,,"$561,963",Jason Connery,"Jack Lowden, Peter Mullan, Ophelia Lovibond, Sam Neill, Max Deacon","Pamela Marin, Kevin Cook",67%,71%
1951,Believe,2016,PG,120 minutes,Drama,,"$884,857",Billy Dickson,"Ryan O'Quinn, Shawnee Smith, Danielle Nicolet, David DeLuise, Kevin Sizemore, Lance E. Nichols, James C. Burns, Scott Summitt, Joey Naber, Bryce Lenon, Matthew Blake Rogers, Meredith Jackson, Gunnar Sizemore, Vergena Fields, Suzie Haines, Bonnie Johnson, Amor Owens, David Schifter, Chris Ingle, Shani Salyers Stiles, Kevin Otos, Gina Travis, Jenny Jennings, Jeremy Clevinger, Dean Lyons, Greg Puckett, Mark Helms, Hayley Dickson, Robert Daugherty, Amy Todd",Billy Dickson,33%,69%
1952,Trap For Cinderella,2013,NR,100 minutes,Drama,,,Iain Softley,"Tuppence Middleton, Alexandra Roach, Kerry Fox, Aneurin Barnard, Frances De La Tour, Stanley Weber, Alex Jennings, Emilia Fox, Maisie Lloyd, Ciara Southwood, Nathalie Paris, Elizabeth Healey, Erich Redman, Pierre Boulanger, Tim Wallers, Emma Dennis-Edwards, Mandi Sidhu, Neelam Bakshi",Iain Softley,25%,23%
1953,Marinoni: The Fire in the Frame,2016,NR,90 minutes,Documentary,,"$4,696",Tony Girardin,"Giuseppe Marinoni, Jocelyn Lovell",Tony Girardin,70%,80%
1954,Maggie's Plan,2016,R,98 minutes,"Comedy, Romance",,"$3,351,230",Rebecca Miller,"Greta Gerwig, Ethan Hawke, Julianne Moore, Travis Fimmel, Bill Hader, Maya Rudolph, Monte Greene, Fredi Walker-Browne, Wallace Shawn, Mina Sundwall, Jackson Frazer, Ida Rohatyn, George Ashiotis, Brendan Titley, Stephen Lin, Alex Morf, Angela Trento, Kathleen Hanna, Tommy Buck, Sue Jean Kim",Rebecca Miller,86%,52%
1955,The Kindergarten Teacher,2015,NR,120 minutes,Drama,,,Nadav Lapid,"Sarit Larry, Avi Shnaidman, Ester Rada, Lior Raz, Yehezkel Lazarov, Esther Rada, Dan Toren, Avishag Kahalani, Hamuchtar, Guy Oren",Nadav Lapid,75%,41%
1956,Pussy Riot- - A Punk Prayer,2013,NR,90 minutes,"Documentary, Musical & Performing Arts, Special Interest",,,"Maxim Pozdorovkin, Mike Lerner","Nadezhda Tolokonnikova, Yekaterina Samutsevich, Maria Alyokhina",,82%,72%
1957,Ferdinand,2017,PG,,"Animation, Comedy, Drama",,"$70,466,891",Carlos Saldanha,"John Cena, Kate McKinnon, Gina Rodriguez, Daveed Diggs, Gabriel Iglesias, Bobby Cannavale, David Tennant, Anthony Anderson, Flula Borg, Sally Phillips, Boris Kodjoe, Jerrod Carmichael, Raul Esparza, Karla Martínez (III), Miguel Ángel Silvestre, Peyton Manning","Robert L. Baird, Tim Federle, Brad Copeland",71%,49%
1958,Big Star: Nothing Can Hurt Me,2013,PG-13,100 minutes,"Documentary, Musical & Performing Arts",,"$105,030","Drew DeNicola, Olivia Mori","Alex Chilton, Mitch Easter, Chris Stamey, Chris Bell, Andy Hummell, Jody Stephens, John Fry, Robyn Hitchcock",Drew DeNicola,92%,82%
1959,Red Knot,2014,NR,80 minutes,Drama,,,Scott Cohen,"Vincent Kartheiser, Olivia Thirlby, Lisa Harrow, Billy Campbell, Roger Payne, Larry Pine",Scott Cohen,89%,43%
1960,Gambit,2012,PG-13,89 minutes,"Action & Adventure, Comedy, Drama, Mystery & Suspense",,"$689,042",Michael Hoffman,"Colin Firth, Cameron Diaz, Alan Rickman, Tom Courtenay, Stanley Tucci, Cloris Leachman","Ethan Coen, Joel Coen",17%,23%
1961,The Masked Saint,2016,PG-13,111 minutes,Action & Adventure,,"$181,609",Warren P. Sonoda,"Brett Granstaff, Diahann Carroll, Lara Jean Chorostecki, Roddy Piper, T.J. McGibbon, James Preston Rogers, Mykel Shannon Jenkins, Patrick McKenna, Scott Nichol, Joan Gregson, Danielle Benton, Dwain Murphy, Rob deLeeuw, Jen Pogue, Alexis McDowell, Darcy Roy, RJ Skinner, Ann Pirvu, Sonya Ostrowski-Masotti, Sonya Ostrowski, Tanya Boychuk, Jim Calarco, Nick Baillie, Jordan Marques, Rob Thomson, Aidan Bass, Robert Smelt, Steve Gagne, Dylan Bryson, Dylan Cook, Joanna Freytag, Wayne Watkins, Mark Fisher, Matt Connors (VIII), Sophie Ostrowski, Santanna Kring, Randy Morton","Scott Crowell, Brett Granstaff",14%,61%
1962,Betting on Zero,2017,NR,98 minutes,Documentary,,,Ted Braun,,,100%,77%
1963,Fallen,2017,PG-13,91 minutes,"Action & Adventure, Drama, Science Fiction & Fantasy, Romance",,,Scott Hicks,"Addison Timlin, Jeremy Irvine, Daisy Head, Joely Richardson, Lola Kirke, Harrison Gilbertson, Hermione Corfield","Michael Arlen Ross, Nichole Millard, Kathryn Price, Lauren Kate",7%,65%
1964,Middle of Nowhere,2012,R,99 minutes,Drama,,"$195,246",Ava DuVernay,"Emayatzy E. Corinealdi, David Oyelowo, Omari Hardwick, Lorraine Toussaint, Edwina Findley Dickerson, Sharon Lawrence",Ava DuVernay,88%,64%
1965,The Voices,2015,R,107 minutes,Comedy,,,Marjane Satrapi,"Ryan Reynolds, Gemma Arterton, Anna Kendrick, Gulliver McGrath, Jacki Weaver, Ella Smith, Adi Shankar, Stanley Townsend, Sam Spruell","Michael Perry, Michael R. Perry",74%,56%
1966,The Clapper,2018,R,89 minutes,"Comedy, Romance",,,Dito Montiel,"Ed Helms, Amanda Seyfried, Tracy Morgan, Adam Levine, Russell Peters, P.J. Byrne",Dito Montiel,30%,58%
1967,Moonlight,2016,R,110 minutes,Drama,,"$27,850,910",Barry Jenkins,"Naomie Harris, André Holland, Mahershala Ali, Janelle Monáe, Trevante Rhodes, Ashton Sanders, Jharrel Jerome",Barry Jenkins,98%,79%
1968,I Will Follow You Into The Dark,2013,NR,112 minutes,"Drama, Horror, Mystery & Suspense, Romance",,,Mark Edwin Robinson,"Mischa Barton, Leah Pipes, Ryan Eggold, Frank Ashmore, Melinda Browne, Andy Chan, Ronnie Clark, Melinda Y. Cohen, Ward Edmondson, Jessee Foudray, Mary Ann Gilbert, Willow Hale, Richard Johnson, Kenni Kinsey, Tammy Klein",Mark Edwin Robinson,11%,22%
1969,Sicario,2015,R,121 minutes,"Action & Adventure, Drama, Mystery & Suspense",,,Denis Villeneuve,"Emily Blunt, Jon Bernthal, Josh Brolin, Benicio Del Toro, Jeffrey Donovan, Maximiliano Hernandez, Victor Garber, Daniel Kaluuya, Sarah Minnich, Lora Martinez Cunningham, John Trejo, Julio Cedillo, Alan D. Purwin, Kaelee Vigil, Andrea Goodman, Jesus Nevarez-Castillo, Michael Sheets, Dylan Kenin, Alex Knight, Raoul Trujillo, Hank Rogerson, Bernardo P. Saracino, Kevin Wiggins, Edgar Arreola, Kim Larrichio, Jesus Nevarez, Marty Lindsey, Rio Alexander, Jesse Ramirez, Eric Steinig, Michael Aragon, Vic Browder, Boots Southerland, Adam Taylor Gordon, David Garver, James Espinoza, Arrazolo, Tomas Martinez, Eb Lottimer, Matthew Tompkins, Matt Page, Julian Ortega, Ian Posada, Antonio Leyba, Frank Andrade, Juan Carlos Mora, John Burke, Jesus Mayorga, Joseph P. Santillanes, Basil Iwanyk, Ivan Allen Ransopher",Taylor Sheridan,93%,84%
1970,La Peau douce,1964,NR,120 minutes,"Art House & International, Drama, Romance",,,François Truffaut,"Jean Desailly, Françoise Dorléac, Nelly Benedetti, Daniel Ceccaldi, Laurence Badie, Jean Lanier, Paule Emanuele, Carnero, Georges de Givray, Catherine Duport, Mme. Harlaut, Charles Lavialle, Olivia Poli, Jean-Louis Richard, Brigitte Zhendre-Laforest, Philippe Dumat, Maurice Garrel, Sabine Haudepin, Dominique Lacarriere, Pierre Risch","François Truffaut, Jean-Louis Richard",92%,86%
1971,Sand Castle,2017,NR,,Drama,,,Fernando Coimbra,"Nicholas Hoult, Henry Cavill, Glen Powell, Beau Knapp, Logan Marshall-Green, Neil Brown, Jr., Parker Sawyers, Sam Spruell, Sammy Sheik, Tommy Flanagan",Chris Roessner,47%,42%
1972,Da Sweet Blood of Jesus,2015,NR,123 minutes,Drama,,,Spike Lee,"Elvis Nolasco, Stephen Tyrone Williams, Zaraah Abrahams, Rami Malek, Thomas Jefferson Byrd, Joie Lee, Felicia Pearson, Jeni Perillo, Rafael Osorio",Spike Lee,44%,17%
1973,Justin Timberlake + The Tennessee Kids,2016,NR,90 minutes,"Documentary, Musical & Performing Arts",,,Jonathan Demme,Justin Timberlake,,100%,65%
1974,Down And Dangerous,2014,NR,95 minutes,"Drama, Mystery & Suspense",,,Zak Forsman,"John T. Woods, Paulie Rojas, Ross Marquand, Judd Nelson, Luis Robledo",Zak Forsman,60%,26%
1975,Soul Boys Of The Western World,2015,NR,112 minutes,"Documentary, Musical & Performing Arts, Special Interest",,,George Hencken,"Spandau Ballet, Steve Dagger, Tony Hadley, Tony Hadley, Gary Kemp, Gary Kemp, John Keeble, Martin Kemp, Steve Norman",,72%,60%
1976,Breakup at a Wedding,2013,PG-13,85 minutes,Comedy,,,Victor Quinaz,"Alison Fyhrie, Philip Quinaz, Mary Grill, Chris Manley, Michael LiDondici, Brian Shoaf, Anna Martemucci, Damian Lanigan, Giovanni Paolo Autran, Victor Quinaz, David Harrison, Thyra Heder, Sian Heder, Caitlin FitzGerald, Hugh Scully, Helena Lukas Martemucci, Daniel J. Watts, Haj Chenzira Pinnock, Micayla Brown, Keith Huang, Rebecca Krainik, Corey Moosa, Barbara Quinaz, Brett Wean, Ashley J. Ward, Sawandi Wilson, Allison Caviness, Vivian Chiu, Carol Linnea Johnson, Caleb Yuan, Adam Dorfman, Ryan Caress, Danny Boushebel, Matt Hobby, Laura Weisstein, Ruthanne Gereghty, Jessica Moreno","Anna Martemucci, Philip Quinaz, Victor Quinaz",67%,62%
1977,Evergreen: The Road to Legalization in Washington,2014,NR,86 minutes,Documentary,,"$2,363",Riley Morton,"Pete Holmes, Alison Holcomb, Rick Steves, Dr. Roger Roffman, Larry Gosset, Dan Satterberg, Pat Slack, Don Pierce, John McKay",Nils Cowan,83%,47%
1978,Ex Machina,2015,R,108 minutes,"Drama, Mystery & Suspense, Science Fiction & Fantasy",,"$19,012,798",Alex Garland,"Alicia Vikander, Oscar Isaac, Domhnall Gleeson, Sonoya Mizuno, Claire Selby, Symara A. Templeman, Corey Johnson, Gana Bayarsaikhan, Tiffany Pisani, Elina Alminas, Chelsea Li",Alex Garland,92%,86%
1979,Joshy,2016,R,93 minutes,Comedy,,,Jeff Baena,"Thomas Middleditch, Adam Pally, Alex Ross Perry, Nick Kroll, Brett Gelman, Jenny Slate, Alison Brie, Aubrey Plaza, Jessica Varley, Lauren Graham, Luis Fernandez-Gil, Samantha Jacober, Jenn Schatz, Brian Patrick Farrell",Jeff Baena,79%,54%
1980,Stray Dogs,2014,NR,134 minutes,"Art House & International, Drama",,,"Tsai Ming Liang, Ming-liang Tsai","Lee Kang Sheng, Lee Yi Cheng, Lee Yi Chieh, Lee Kang-sheng, Lee Yi-cheng, Kang-sheng Lee, Yi-Ching Lu, Shiang-chyi Chen, Kuei-Mei Yang",,87%,54%
1981,The Boss,2016,R,105 minutes,Comedy,,"$54,489,847",Ben Falcone,"Melissa McCarthy, Kristen Bell, Peter Dinklage, Kristen Schaal, Kathy Bates, Parker Young, Cecily Strong, Margo Martindale, Tyler Labine, Ella Anderson, Timothy C. Simons, Mary Sohn, Eva Peterson, Aleandra Newcomb, Annie Mumolo, Presley Coley, Ben Falcone, Michael McDonald, Rob Pralgo, Larry Dorf, Cedric Yarbrough, Mark Oliver, Rico Ball, Carla Fisher, Sharon Conley, Joel Esperanza, Morgan Hinkleman, Steve Mallory, Nick Arapoglou, Gayle King, Chandler Head, Vivian Falcone, Isabella Amara, Damon Jones, T-Pain, Dylan Cheek, Jasmine Harper, Parker Allen, Devon Li, John Jeffrey, Allison Williams, Desiree Dixon, Jordan Galloway","Ben Falcone, Melissa McCarthy, Steve Mallory",22%,38%
1982,The Sea of Trees,2016,PG-13,110 minutes,Drama,,"$20,083",Gus Van Sant,"Matthew McConaughey, Naomi Watts, Ken Watanabe, Jordan Gavaris, Katie Aselton, James Saito, Hyunri, Susan Garibotto, Anna Friedman, Mark Burzenski, Owen Burke, Richard Levine, Ryoko Seta, Ai Yoshihara, Phyllis A. Gordon, Jeffrey Corazzini, Michael Steven Swanson, J.T. Turner, Joseph Oliveira, Steve Dougherty, Ami Haruna, Charles Van Eman, Jimi Stanton, Simba Dibinga, Joseph Baken, Roy Y. Chan",Chris Sparling,11%,40%
1983,Cutie And The Boxer,2013,R,82 minutes,"Documentary, Special Interest",,"$199,274",Zachary Heinzerling,"Noriko Shinohara, Robert H. Harvey, Ushio Shinohara",,96%,75%
1984,50 to 1,2014,PG-13,110 minutes,"Drama, Kids & Family",,"$1,063,723",Jim Wilson,"Skeet Ulrich, Christian Kane, William Devane, Madelyn Deutch, Todd Lowe, Calvin Borel, Bruce Wayne Eckelman, Stewart Richardson, David Atkinson, Hugo Perez, Malea Mitchell","Jim Wilson, Faith Conroy",17%,70%
1985,Free to Run,2016,NR,100 minutes,Documentary,,,Pierre Morath,"Kathrine Switzer, Frank Shorter, Fred Lebow, Steve Prefontaine, Pierre Morath, Georges Hirsh, Noel Tamini",,57%,42%
