,movie_no,movie_name,movie_year,movie_certificate,movie_runtime,movie_genre,movie_score,movie_gross,movie_director,movie_star,movie_writer,tomatoter,audience
792,792,outcast,2015,NR,98 minutes,Action & Adventure,,,Nicholas Powell,"Nicolas Cage, Hayden Christensen, Yifei Liu, Andy On, Anoja Dias Bolt, Wang Bozhao, Ron Smoorenburg, Jawed El Berni, Fernando Chien, Alaa Safi, Preston Baker, Jike Junyi, Bill Su Jiahang, Byron Lawson, Shi Liang, Tomer Oz, Paul Philip Clark, Li-Xin Zhao, Fredrik Yderström, Simon Chin, Manel Soler, Joel Adrian, Alina Raetsep, Vander McLeod, Kahina Carina, Alexandre Bailly, Eskindir Tesfay, Marc P. Goodman, Summer Jike, Pierre Bourdaud",James Dormer,5%,21%
793,793,broken horses,2015,R,101 minutes,"Action & Adventure, Drama",,,Vidhu Vinod Chopra,"Anton Yelchin, María Valverde, Sean Patrick Flanery, Thomas Jane, Vincent D'Onofrio, Chris Marquette, Frank M. Ahearn, Scott Aschenbrenner, Wes Chatham, Jordi Caballero, Christian Elizondo, Chad Bishop, Sadie Alexandru","Vidhu Vinod Chopra, Abhijat Joshi",22%,44%
794,794,listen up philip,2014,NR,109 minutes,Drama,,,Alex Ross Perry,"Jason Schwartzman, Elisabeth Moss, Jonathan Pryce, Krysten Ritter, Josephine de la Baume, Dree Hemingway, Jess Weixler, Keith Poulson, Kate Lyn Sheil, Yusef Bulos, Maite Alina, Daniel London, Samantha Jacober, Lee Wilkof, Joanne Tucker, Stephen Boyer, Teddy Bergman",Alex Ross Perry,84%,55%
795,795,dead snow 2: red vs. dead,2014,R,100 minutes,"Action & Adventure, Art House & International, Comedy, Horror",,,Tommy Wirkola,"Vegar Hoel, Martin Starr, Amrita Acharia, Derek Mears, Ingrid Haas, Jocelyn DeBoer, Stig Frode Henriksen, Ørjan Gamst, Hallvard Holmen, Kristoffer Joner","Stig Frode Henriksen, Vegar Hoel, Tommy Wirkola",83%,68%
796,796,ricki and the flash,2015,PG-13,101 minutes,"Comedy, Drama",,,Jonathan Demme,"Meryl Streep, Mamie Gummer, Kevin Kline, Rick Springfield, Audra McDonald, Sebastian Stan, Rick Rosas, Joe Vitale, Bernie Worrell, Ben Platt, Peter C. Demme, Jim Roche, Alexa Klienbard, Keala Settle, Joe Toutebon, Jim Wheeler, Big Jim Wheeler, Brooklyn Demme, Eamon O'Rourke, Aaron Clifton Moten, Adam Shulman, Chinasa Ogbuagu, Majora Carter, Gus Halper, Sister Carol, Cherise Boothe, Bill Irwin, Ripley Sobo, Lucy Owen, Nick Westrate, Hailey Gates, Josh Tobin, Carmen Carrera, Li Jun Li, Gabriel Ebert, Lisa Joyce, Jimmy Kieffer, Scott Ripley, Kelsey Didion, John Dreher, Suzanne Lenz, Scott Vicari, Desi Domo, Eliza Simpson, Emily Cass McDonnell, Cynthia Hopkins, Em Grosland, Charlotte Rae, Beau Sia, Jeff Biehl, Victoria Haynes, Joshua Elrod, Tubten Rabten, Anna Robertson, Tony Costa, Christopher Tierney, Isabella Way, Leah O'Donnell, Erin Mullin, Trevor Salter, Mason Ames, Katherine Crockett, Jos Demme, PigPen Theatre Co., Renee Albulario, Leasen Almquist, Barbara Christie, Semhar Ghebremichael",Diablo Cody,63%,43%
797,797,lbj,2017,R,98 minutes,Drama,,"$2,359,952",Rob Reiner,"Woody Harrelson, Jennifer Jason Leigh, Rich Sommer, Bill Pullman, C. Thomas Howell, Jeffrey Donovan, Richard Jenkins",Joey Hartstone,54%,57%
798,798,creed,2015,PG-13,132 minutes,Drama,,"$81,157,671",Ryan Coogler,"Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Phylicia Rashad, Tony Bellew, Graham McTavish, Mark Rhino Smith, Juan Pablo Veiza, Hans Marrero, Brian Anthony Wilson, Andre Ward, Jacob ""Stitch"" Duran, Malik Bazille, Ricardo ""Padman"" McGill, Gabriel Rosado, Wood Harris, Buddy Osborn, Rupal Pujara, Joey Eye, Johanna Tolentino, Tony Brice, Maria Breyman, Kash Goins, Michael Barker, Clare O'Malley, Kevin King-Templeton, Roy James Wilson, Mauricio Ovalle, Josue Rivera, Derrick Webster, Manny Ayala, Anthony Martins, Ricky Vera, Shawn Clark, Christian D. Ellison, Frank Pesce, Robert Sale, Richard Lyntton, Kathleen M. Deegan, Marquise Noel, Liev Schreiber, Elvis Grant, Max Kellerman, Jim Lampley, Michael Buffer, Michael Wilbon, Tony Kornheiser, Hannah Storm, Alex Henderson, Khareem Hinton, Noah Coogler, Nelson Bonilla, Troy Faruk, Angela Davis, Deborah Ingersoll, Robert Douglas, Troy K. Weston, Ludwig Göransson, Moses Sumney, Kenneth Martin, Jermaine T. Holt, Horace Knight, Sli Lewis, Brionna Maria Lynch, Jalil Lynch, Zedric Harris, Chris Gombos, Jeff Ward, Terry Lee Fields, Stephanie Damiano, Ritchie Coster, Elisha van Rensburg, Claire Bronson, Eric Davis, Will Blagrove, Melissa Merry, Chandra Anderson, Soso DaSilva, Deborah DeStefano, Mark Falvo","Ryan Coogler, Aaron Covington",95%,89%
799,799,casting by,2013,PG,89 minutes,"Documentary, Special Interest, Television",,"$13,960",Tom Donahue,"Marion Dougherty, Lynn Stalmaster, Ellen Lewis, Juliet Taylor, Clint Eastwood, Jeff Bridges, Robert De Niro, Robert Duvall, Martin Scorsese, Woody Allen, Glenn Close, Al Pacino, Diane Lane, Jon Voight, Bette Midler, John Travolta, Robert Redford, John Lithgow, Edward Asner, Ned Beatty, Peter Bogdanovich, Mel Gibson, Danny Glover, Taylor Hackford, Paul Haggis, Buck Henry, Norman Lear, John Sayles, Jerry Schatzberg, Terry Semel, Cybill Shepherd, Oliver Stone, Paul Rudd, Norman Jewison, Paul Mazursky, Ellen Chenoweth, Lora Kennedy, Arthur Hiller, Bernard Telsey Casting, Ronny Cox, Tony Bill, Ed Lauter, Burt Young, Paul Brickman, Aleen Keshishian, Paula Weinstein, Deborah Aquila, Wallis Nicita, Gretchen Rennell, Mike Fenton",,94%,78%
800,800,colossal,2017,R,110 minutes,"Comedy, Romance",,"$3,027,134",Nacho Vigalondo,"Anne Hathaway, Jason Sudeikis, Dan Stevens (IV), Austin Stowell, Tim Blake Nelson",Nacho Vigalondo,80%,59%
802,802,alien: covenant,2017,R,120 minutes,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",,"$74,255,908",Ridley Scott,"Michael Fassbender, Katherine Waterston, Billy Crudup, Demian Bichir, Danny McBride (IV), Jussie Smollett, Amy Seimetz, Carmen Ejogo, Callie Hernandez, Nathaniel Dean, Alexander England, Benjamin Rigby, Guy Pearce","John Logan, Dante Harper, Jack Paglen, Michael Green",68%,56%
803,803,midnight special,2016,PG-13,111 minutes,"Drama, Science Fiction & Fantasy",,"$3,324,164",Jeff Nichols,"Michael Shannon, Joel Edgerton, Kirsten Dunst, Adam Driver, Sam Shepard, Jaeden Lieberher, Bill Camp, Scott Haze, Paul Sparks, Dave Jensen, Sharon Landry, Dana Gourrier, Sharon Garrison, Allison King, Sean Bridgers, Lucy Faust, James Moses Black, Yvonne Landry, Maureen Brennan, Ann Mahoney, Garrett Hines, Kerry Cahill, Wayne Pére, Dane Rhodes, Lee Zurik, Nicondra Norwood, Billy Slaughter, Sam Malone, Sean Kaplan, James DuMont, Nancy Grace, Lynn Berry",Jeff Nichols,83%,67%
804,804,alvin and the chipmunks: the road chip,2015,PG,86 minutes,"Animation, Comedy, Kids & Family",,"$66,580,191",Walt Becker,"Justin Long, Matthew Gray Gubler, Jesse McCartney, Kaley Cuoco, Christina Applegate, Anna Faris, Jason Lee, Bella Thorne, Tony Hale, Kimberly Williams-Paisley, Josh Green, Laura Marano, Dennise Renae Larson, Joshua Mikel, Jesica Ahlberg, Mark Jeffrey Miller, Kevin Wayne, Leticia Jimenez, Carla Shinall, Nicole Davis, Redfoo, Summer Corbitt, John Kap, De'Adrian Harmon, Paul Kirkland, Inder Kumar, Ethan Alexander De'Marsi, Hakim Callender, Parker Wierling, Karen Valero, Wayne Burley, John Lacy, Ellie Knaus, Chuck David Willis, Tracy Goode, Joy Spears, Amanda Jackson, Eve Nigro, Evan Charles, Tamila Bilalova, Bricine Brown, David Desantos, Manesh k Singh, Justin Wright, Zeeko Zaki, Ticarus Bunch, Ellen Marguerite Cullivan, Keith Arthur Bolden, Sylvia Moore, Tommy O'Brien, Christopher DeStefano, Haylee Blackmon, Kimberly Russell, Candace B. Harris, Geoffrey Howard, Lainey Kloes, Shatoya McClintock, Daryn Kahn, BJ Winfrey, Jeremy Taylor, Derick Newson, James McDonald, Clint Edwards, Joseph Lavender, Jameson Jamey Copeland, Tiree Worley, John Michael Herndon, Tom Dodson, Eli Wanounou, Latiera Golliday, Corey Jason Thomas, Vidal Ruben, David W. LeBlanc, Joseph Giambrone, Ely Feldman, Jeffry Tamara, Maegan Vogel, Dianne Starkey, Gabrielle Lexa, Denitra Isler, Alexander Preston, Mason Pike, Robert J. Fox, Michael Franji, Kristin Mercedes Bence, Angela Holley, Andrea Baldwin, Benny Demus, Tiera Dudley, Tony F. Marquez, Johann Luna, Mike Rizal, Kevin Arbona, Alexis Feliciano, Brian Wyatt, Leon Mitchell Croom, Rene Toledo, Lisandra Silva, Courtland Fuller","Adam Sztykiel, Randi Mayem Singer, Ross Bagdasarian Sr.",15%,51%
805,805,final girl,2015,R,90 minutes,"Drama, Mystery & Suspense",,,Tyler Shields,"Abigail Breslin, Alexander Ludwig, Wes Bentley, Logan Huffman, Cameron Bright, Emma Paetz, Gracyn Shinyei, Francesca Eastwood, Desiree Zurowski, Brett London",Adam Prince,27%,24%
806,806,bounty killer,2013,R,92 minutes,"Action & Adventure, Drama, Mystery & Suspense",,,Henry Saine,"Gary Busey, Kristanna Loken, Matthew Marsden, Barak Hardley, Beverly D'Angelo, Kevin McNally, Alexa PenaVega, Abraham Benrubi, Christian Pitre, Eve 'Eve' Jihan Jeffers, Jeff Meacham, Will Collyer, Ivar Brogger, Ryan Hanna King, Jolene Andersen, Matthew J. Willig, Jessica Meraz, Everton Lawrence, Serena Stewart, Flyn Stone, Tangee Veloso-Pueblo, Tangee Veloso-Pueblos, Melvin Tenner, Calvin Tenner, Alain Rono, Randall Archer, Tyra Colar, Chasty Ballesteros, Daniel Maltese, Kyle Corbin, Soon Hee Rettig, Dalmicio Pueblos, Michael Wood, Scott Pitters, Randy Ser, Dan Morski, James O'Donnell","Jason Netter, Henry Saine, Jason Dodson, Colin Ebeling",59%,45%
807,807,the intern,2015,PG-13,121 minutes,Comedy,,"$60,886,513",Nancy Meyers,"Anne Hathaway, Robert De Niro, Rene Russo, Adam DeVine, Andrew Rannells, Christina Scherer, Drena De Niro, Anders Holm, Nat Wolff, Linda Lavin, Zack Pearlman, Celia Weston, Jojo Kushner, Jason Orley, Steve Vinovich, C.J. Wilson, Mary Kay Place, Erin Mackey, Christina Brucato, Wallis Currie-Wood, Molly Bernard, Paulina Singer, Annie Funke, Christine Evangelista, Julee Cerda, Peter Vack, Nikki Granatell, Liza Binkley, Eshan Bay, Caitlin Kinnunen, Tristan Griffin, Sydney Morton, Brandon Tyler Harris, Elena Shaddow, Liz Holtan, Claire Saunders, G. Keith Alexander, Susie Feldman, Mark D. Sikes, Max Von Essen, George Merrick, Casey Benjamin, Ruby Motz, Emma Angstadt, Eliud Kauffman, Jenny Fellner, Sean Kleier, Elliot Villar, Tiffany Chen, Nikki M. James, Mayumi Miguel, JoAnna Powell, Dan Castiglione, Edie Cowan",Nancy Meyers,60%,73%
808,808,soaked in bleach,2015,NR,89 minutes,Drama,,,Benjamin Statler,"Tyler Bryan, Sarah Scott, Daniel Roebuck, August Emerson, David Daskal, Julie Lancaster, Jerry Hauck, Flying Lotus, Mandy Henderson, Pat Asanti, Seidy Lopez, Christian J. Meoli, Whit Spurgeon, Rodney Smith, Jeff Denton, Taylor Godfrey, Jonathan Grout, Tom Grant, Cyril H. Wecht, Max Wallace, Norm Stamper, Vernon J. Geberth, Vincent DiMaio, John Fisk, Heidi Harralson, Carole E. Chaski, Ian McIntyre","Benjamin Statler, Donnie Eichar, Richard Middleton",30%,76%
809,809,rock the kasbah,2015,R,100 minutes,Drama,,"$1,940,202",Barry Levinson,"Bill Murray, Scott Caan, Bruce Willis, Kate Hudson, Zooey Deschanel, Beejan Land, Leem Lubany, Fahim Fazli, Eugenia Kuzmina, Sarah Baker, Taylor Kinney, Danny McBride (IV), Kelly Lynch, Megan Raich, Avery Phillips, Sameer Ali Khan, Arian Moayed, Jonas Khan, Glenn Fleshler, Husam Chadat, Kamel Kenzo",Mitch Glazer,8%,28%
810,810,affluenza,2014,NR,84 minutes,"Drama, Television",,,Kevin Asch,"Nicola Peltz, Ben Rosenfield (II), Gregg Sulkin, Grant Gustin, Samantha Mathis, Steve Guttenberg, Valentina de Angelis, Carla Quevedo, Danny Burstein, Adriane Lenox, Ryan Vigilant, Darius Homayoun, Patrick Page, John Rothman, Roger Rees, Armin Amiri",Antonio Macia,20%,23%
811,811,the art of the steal,2014,R,90 minutes,Comedy,,,Jonathan Sobol,"Kurt Russell, Jay Baruchel, Matt Dillon, Terence Stamp, Katheryn Winnick, Chris Diamantopoulos, Kenneth Welsh, Jason Jones, Devon Bostick, Elle Downs, Durward Allan, Rob deLeeuw, Karyn Dwyer, Christopher Dyson, Jasmin Geljo, Vieslav Krystyan, Maria Lerinman, Eugene Lipinski, Scott McCrickard, Stephen McHattie, Alan Peterson, Joe Pingue, Dax Ravina, K. Trevor Wilson",Jonathan Sobol,43%,39%
812,812,left on purpose,2017,NR,84 minutes,"Documentary, Drama",,,"Justin Schein, David Mehlman",Mayer Vishner,,88%,100%
813,813,sinister 2,2015,R,97 minutes,Horror,,,Ciaran Foy,"James Ransone, Shannyn Sossamon, Lea Coco, Robert Sloan, Dartanian Sloan, Tate Ellington, John Beasley, Lucas Jade Zumann, Jaden Klein, Laila Haley, Delphine Pontvieux, Caden M. Fritz, Olivia Rainey, Nick King, Michael Woods, Tory O. Davis, Howie Johnson, Grace Holuby, John Mountain, Nicole Santini, Stephen Varga, Skylar McClure, Ethan Hawke, Juliet Rylance, Michael Hall D'Addario, Clare Foley, Victoria Leigh","C. Robert Cargill, Scott Derrickson",13%,31%
814,814,arq,2016,NR,88 minutes,"Drama, Mystery & Suspense, Science Fiction & Fantasy",,,Tony Elliott,"Robbie Amell, Rachael Taylor, Gray Powell, Jacob Neayem, Shaun Benson, Adam Butcher",Tony Elliott,43%,46%
815,815,the birth of a nation,2016,R,119 minutes,Drama,,"$15,849,340",Nate Parker,"Nate Parker, Armie Hammer, Penelope Ann Miller, Jackie Earle Haley, Mark Boone Jr., Colman Domingo, Aunjanue Ellis, Dwight Henry, Aja Naomi King, Esther Scott, Roger Guenveur Smith, Gabrielle Union","Nate Parker, Jean McGianni Celestin",72%,72%
816,816,moonwalkers,2016,R,107 minutes,Comedy,,,Antoine Bardou-Jacquet,"Ron Perlman, Rupert Grint, Robert Sheehan, Stephen Campbell Moore, Kerry Shale, Eric Lampaert, Jay Benedict, Tom Audenaert, John Flanders, Andrew Blumenthal, Jeanne Abraham, Dan Poole, Erika Sainte, Kevin Bishop, James Cosmo, Joe Sheridan, Nathaniel Martello-White, Thom Tuck",Dean Craig,44%,40%
817,817,danny says,2016,NR,104 minutes,Documentary,,"$43,684",Brendan Toller,"Danny Fields, Alice Cooper, Iggy Pop, Tommy Ramone, Jonathan Richman, Jac Holzman, Judy Collins, John Cameron Mitchell, Justin Bond, Steve Harris, Eric Andersen, Penny Arcade, Fayette Hauser, Scott Asheton, Billy James, Roberta Bayley, Jim Bessman, Gary Lucas, Wayne Kramer, Susan Blonde, John Sinclair, Seymour Stein, Leee Black Childers, Jann Wenner, Mike Diana, Myk Fisher, Danny Goldberg",Brendan Toller,68%,49%
818,818,close range,2015,NR,80 minutes,Action & Adventure,,,Isaac Florentine,"Scott Adkins, Caitlin Keats, Jake La Botz, Nick Chinlund, Tony Perez, Madison Lawlor, Julien Cesario, Ray Diaz, Craig Henningsen, Anthony L. Fernandez, Randy Hall, Scott Evans, Jeremy Marinas, Ray Perez, Matt Ramirez, Jimmy Chhiu, Bryan Cartago, Robert Dill, Umar Khan, Nicholas Verdi, Marc Canonizado, George Crayton, Anis Cheurfa, Chad Guerrero, Mario Perez, Eddie Fernandez, Melita Camilo, Natalya, Holland Diaz, Dennis Ruel, Dan Graham","Chad Law, Shane Dax Taylor",80%,27%
819,819,cupcakes,2015,NR,90 minutes,Comedy,,"$8,910",Eytan Fox,"Efrat Dor, Dana Ivgy, Dana Ivgi, Ofer Shechter, Keren Berger, Yael Bar-Zohar, Anat Waxman","Eytan Fox, Eli Bijaoui",77%,61%
820,820,before i disappear,2014,NR,93 minutes,Drama,,"$2,676",Shawn Christensen,"Shawn Christensen, Fatima Ptacek, Emmy Rossum, Paul Wesley (II), Ron Perlman, Richard Schiff, Fran Kranz, Hani Avital, Isabelle McNally, Sean Ringgold, Joseph DeVito, Michael Drayer, Stephanie Kurtzuba, Joseph Perrino, James Andrew O'Connor, Víctor Cruz, David Pendleton, Kitty Mei Mei Chen, J. Elaine Marcos, Anthoula Katsimatides, Mara Kassin, David H. Holmes, Greg Connolly, Camille Howard",Shawn Christensen,38%,67%
821,821,"run silent, run deep",1958,G,93 minutes,"Action & Adventure, Classics, Drama",,,Robert Wise,"Clark Gable, Burt Lancaster, Jack Warden, Brad Dexter, Don Rickles, Nick Cravat, Joe Maross, Mary LaRoche, Eddie Foy III, Rudy Bond, H.M. Wynant, John Bryant, Ken Lynch, Joel Fluellen, Jimmie Bates, John Gibson",John Gay,100%,78%
822,822,indigo children,2014,NR,72 minutes,Drama,,"$2,621",Eric Chaney,"Robert Ohlsen, Isabelle McNally, Arturo Castro, Suzanne Lynch, Christine Donlon, Segal Magori, Myles Angus MacVane",Eric Chaney,20%,65%
823,823,the legend of billie jean,1985,PG-13,92 minutes,"Action & Adventure, Drama",,,Matthew Robbins,"Helen Slater, Keith Gordon, Christian Slater, Richard Bradford, Martha Gehman, Yeardley Smith, Barry Tubb, Dean Stockwell, Peter Coyote, Mona Lee Fultz, John M. Jackson, Rodney Rincon, Bobby Jones, Caroline Williams, Rudy Young, Bobby Fite, Kim Valentine, Robby Jones, Janet Smalley, Charles Redd, Joshua Butts, Ray Hanna, B.J. Thompson, Celia Newman, Tony Slowik, Steve Uzzell, Robert Scott Cate, Jim Miller, Rod Pilloud, James Miller, John Wolfshohl, David Lee Morgan, Barbara Durham, Cass Gabriel, Thomas M. Jarrett, Forrest Patton, Antony Peraino, Kenneth Beall, Robert Wassell, Sage Parker, John Edson, Cathleen Sutherland, Angela Churchill, Stephanie Shook, Sharon-Marie Stolar, Peter Bonanno, Sharon Holmin, Joy Swan, Kathryn Childers, J.C. Minter, Kenneth Searle, Al Geatano, Sonya Robbins","Mark Rosenthal, Lawrence Konner, Walter Bernstein",40%,75%
